yearly.salary;age;elevel;car;region;credit;brand
103153.9899;79;Less than High School Degree;BMW;South Atlantic;204798.2576;
58690.88241;57;Some College;Cadillac;East North Central;321606.6016;
30332.45658;67;Master's, Doctoral or Professional Degree;Mercedes Benz;West South Central;475564.424;
90678.14951;43;Some College;Nissan;West South Central;319219.4426;
109644.3965;24;4-Year College Degree;Mercedes Benz;Pacific;358954.8191;
69005.20497;49;High School Degree;Cadillac;East South Central;18423.79355;
103922.428;23;Master's, Doctoral or Professional Degree;Hyundai;East South Central;405893.2985;
106671.5149;58;4-Year College Degree;Mitsubishi;New England;235590.7938;
80362.47045;38;Master's, Doctoral or Professional Degree;Jeep;West North Central;407341.3584;
136687.0725;44;Master's, Doctoral or Professional Degree;Mitsubishi;East South Central;330432.877;
72444.86473;60;4-Year College Degree;Subaru;East South Central;489115.117;
132842.7175;36;High School Degree;Mitsubishi;Mid-Atlantic;482720.4272;
116281.6741;25;High School Degree;Ram;East South Central;177293.9883;
68680.19767;48;4-Year College Degree;BMW;West North Central;307693.5944;
141803.7458;66;4-Year College Degree;Honda;South Atlantic;450088.3403;
65642.38258;54;Master's, Doctoral or Professional Degree;Honda;Pacific;453676.0102;
130499.2342;21;Master's, Doctoral or Professional Degree;Jeep;Pacific;433286.9154;
140336.9426;38;High School Degree;Mazda;New England;400679.8107;
72328.47527;72;High School Degree;Ford;South Atlantic;47160.61824;
134957.3552;74;Less than High School Degree;Ram;New England;118131.322;
143027.8673;53;Some College;BMW;East North Central;100554.3806;
36400.71601;59;Less than High School Degree;Dodge;Mountain;65093.18022;
26031.11306;56;High School Degree;Lincoln;New England;338602.4266;
86207.88163;47;Master's, Doctoral or Professional Degree;Lincoln;South Atlantic;296202.7906;
117156.7887;75;4-Year College Degree;Hyundai;East South Central;300950.424;
76727.48056;39;High School Degree;Toyota;West South Central;371292.15;
31258.9147;42;Less than High School Degree;Kia;Mid-Atlantic;329506.3017;
57249.62632;54;4-Year College Degree;Mercedes Benz;West North Central;456410.2828;
92028.47682;61;Less than High School Degree;Mitsubishi;West North Central;465383.8523;
108852.6071;20;Master's, Doctoral or Professional Degree;Chrysler;Mountain;372467.6351;
47066.89583;57;Some College;Lincoln;South Atlantic;287239.766;
140087.1515;27;4-Year College Degree;Buick;East North Central;408892.538;
98730.46177;24;Some College;Mitsubishi;West South Central;235430.1087;
132970.1554;24;Master's, Doctoral or Professional Degree;Mercedes Benz;East South Central;305754.0925;
28475.6638;73;Master's, Doctoral or Professional Degree;Mazda;Pacific;442056.7281;
65863.8693;59;High School Degree;Hyundai;Mid-Atlantic;90928.10954;
99123.218;52;Some College;Subaru;Mountain;460830.3093;
134388.9117;23;4-Year College Degree;Mercedes Benz;Pacific;162968.6109;
38376.14866;75;Master's, Doctoral or Professional Degree;Buick;Pacific;337329.5399;
135409.7267;79;Less than High School Degree;Subaru;East North Central;173684.38;
94963.23312;54;High School Degree;Mercedes Benz;East North Central;291187.6177;
44002.26174;74;Less than High School Degree;Subaru;Mountain;39683.38921;
33156.79718;73;High School Degree;Dodge;Mountain;63779.1544;
42245.67618;74;4-Year College Degree;Subaru;South Atlantic;137882.413;
54741.16061;21;High School Degree;Cadillac;Mid-Atlantic;353096.4069;
44336.57202;21;Master's, Doctoral or Professional Degree;Cadillac;South Atlantic;437012.2897;
130659.5981;52;High School Degree;Jeep;Mountain;30504.0452;
44720.2626;53;High School Degree;Nissan;East South Central;370786.5517;
80429.51797;74;Less than High School Degree;Mercedes Benz;Mountain;159530.6301;
107568.8733;45;4-Year College Degree;Toyota;Pacific;439431.4756;
94639.32144;20;4-Year College Degree;Buick;West South Central;26878.22524;
129171.0353;57;High School Degree;Ford;West South Central;339736.3049;
58114.10186;21;Less than High School Degree;Lincoln;Mountain;392349.6145;
125838.8376;47;Less than High School Degree;Ford;New England;444088.8338;
93127.53473;74;Master's, Doctoral or Professional Degree;Buick;Mid-Atlantic;301543.5961;
120177.9575;70;4-Year College Degree;Dodge;South Atlantic;23141.75661;
97830.6173;32;Some College;Hyundai;West North Central;467295.7564;
81126.70197;27;High School Degree;Dodge;Pacific;212711.4926;
46900.29866;62;High School Degree;Nissan;South Atlantic;439449.2165;
123337.2495;72;4-Year College Degree;Mitsubishi;West North Central;129613.7401;
116201.3074;41;Master's, Doctoral or Professional Degree;Subaru;Pacific;332684.1793;
91290.84638;47;Some College;Mercedes Benz;East North Central;135722.7905;
32892.23415;75;Some College;None of the above;West South Central;45224.38695;
76160.35773;56;4-Year College Degree;Jeep;West South Central;257279.7543;
124562.5583;53;Less than High School Degree;Toyota;East South Central;109415.0688;
52670.65248;79;4-Year College Degree;Lincoln;Pacific;275263.4629;
65293.46058;35;Less than High School Degree;Ford;West North Central;313569.5485;
138856.3164;54;High School Degree;Buick;West North Central;453773.0065;
122192.9496;38;4-Year College Degree;Jeep;Mountain;367631.963;
104630.4323;29;4-Year College Degree;Hyundai;South Atlantic;240267.6185;
88095.77174;34;High School Degree;Lincoln;New England;279258.3288;
98501.12792;69;Some College;Hyundai;South Atlantic;48842.41293;
120640.235;50;Some College;Subaru;Mid-Atlantic;156087.3325;
129505.6701;42;4-Year College Degree;None of the above;New England;421986.4959;
118629.475;20;Master's, Doctoral or Professional Degree;Ram;East South Central;462810.8779;
104505.4652;52;4-Year College Degree;BMW;Mountain;94343.46315;
91571.54788;44;Less than High School Degree;Mazda;East North Central;440917.4869;
81018.55222;75;Some College;Chevrolet;South Atlantic;18925.0021;
55898.16297;40;4-Year College Degree;Ram;West South Central;276822.2457;
115011.2826;51;Master's, Doctoral or Professional Degree;Dodge;West South Central;317254.9571;
55466.79765;54;High School Degree;None of the above;Mid-Atlantic;112109.5324;
92795.42117;66;High School Degree;Subaru;South Atlantic;6259.957775;
81294.36542;52;High School Degree;Jeep;West North Central;0;
135583.9408;69;High School Degree;Mitsubishi;East North Central;271709.5145;
76283.84299;31;Master's, Doctoral or Professional Degree;Cadillac;West North Central;32158.2197;
51916.2733;69;High School Degree;Honda;New England;353273.7069;
145612.598;51;High School Degree;Honda;West North Central;301836.1751;
94497.95915;60;Some College;Hyundai;Mid-Atlantic;86903.09391;
56960.46391;27;High School Degree;Honda;West North Central;408452.2193;
124939.8202;80;Less than High School Degree;Chevrolet;New England;293221.0326;
114654.9216;51;Some College;Mercedes Benz;West North Central;278072.8898;
22777.57836;62;4-Year College Degree;Cadillac;West South Central;168640.5721;
147853.8663;50;4-Year College Degree;Cadillac;West South Central;51088.15306;
140133.953;43;Some College;Subaru;East South Central;265621.2205;
61514.01533;47;High School Degree;Nissan;West South Central;294983.0998;
150000;63;4-Year College Degree;Jeep;East North Central;425661.8952;
89890.52732;60;Master's, Doctoral or Professional Degree;Hyundai;East North Central;168720.4494;
101572.6946;46;Less than High School Degree;Nissan;East South Central;99340.76734;
78012.95122;39;Master's, Doctoral or Professional Degree;Nissan;Pacific;494168.9638;
35598.05279;72;Some College;Jeep;East South Central;306511.3851;
66046.75103;71;Master's, Doctoral or Professional Degree;None of the above;Mid-Atlantic;358286.3147;
116475.5131;32;Some College;Cadillac;West South Central;97237.90674;
58811.48085;39;Some College;Ram;Pacific;428296.7706;
29107.42137;50;Less than High School Degree;Chrysler;Pacific;239135.9723;
88963.91817;70;Less than High School Degree;Cadillac;West North Central;142536.1708;
46959.12771;35;Less than High School Degree;Ford;East North Central;206404.021;
54103.22757;20;4-Year College Degree;Mitsubishi;West South Central;111538.041;
32819.18562;80;Less than High School Degree;Mitsubishi;East South Central;44074.96198;
83671.52437;67;High School Degree;Kia;East South Central;45509.71031;
99811.29813;69;Some College;Mazda;East South Central;199408.4901;
71528.58927;47;Less than High School Degree;Mitsubishi;West South Central;359610.502;
50645.92335;47;Master's, Doctoral or Professional Degree;None of the above;West North Central;41873.65888;
105962.6212;60;Master's, Doctoral or Professional Degree;Kia;East North Central;283231.9377;
145781.9156;26;High School Degree;Ram;Pacific;0;
113794.8051;31;High School Degree;Cadillac;New England;209477.6593;
142689.4799;50;Less than High School Degree;Dodge;Pacific;44193.57978;
87101.78174;40;4-Year College Degree;Hyundai;New England;301624.3259;
104060.8657;77;Less than High School Degree;Mercedes Benz;New England;500000;
112649.4466;38;Less than High School Degree;BMW;Mid-Atlantic;32332.09015;
28317.07572;30;Less than High School Degree;Nissan;Mid-Atlantic;286510.7891;
84838.81147;56;Some College;Chevrolet;South Atlantic;487484.2625;
121229.83;62;High School Degree;Honda;South Atlantic;159753.8293;
58034.94861;51;4-Year College Degree;Chevrolet;Mountain;11789.20367;
87689.74697;49;High School Degree;Ram;Pacific;293835.9857;
62086.15538;47;Some College;Nissan;Mountain;189275.7486;
143245.8031;45;Master's, Doctoral or Professional Degree;Hyundai;West North Central;490516.5085;
75703.55594;25;High School Degree;Mercedes Benz;Mountain;361376.3187;
28478.42707;36;4-Year College Degree;Lincoln;East South Central;442224.1549;
64949.80977;78;Less than High School Degree;Mazda;Mountain;38560.28119;
133994.2555;43;High School Degree;Honda;Pacific;386874.16;
34553.86447;25;High School Degree;Buick;West North Central;238659.2727;
115979.234;32;High School Degree;Kia;South Atlantic;293417.6628;
141721.6422;20;Master's, Doctoral or Professional Degree;Cadillac;South Atlantic;305502.492;
115849.1026;74;Less than High School Degree;Kia;Mid-Atlantic;59670.62227;
150000;34;High School Degree;Mercedes Benz;Pacific;186954.9518;
94309.77366;39;Less than High School Degree;Mazda;New England;181923.981;
21491.65568;28;High School Degree;BMW;New England;401584.2121;
44780.7596;63;Master's, Doctoral or Professional Degree;Ram;East South Central;135774.1475;
56898.9843;20;Master's, Doctoral or Professional Degree;Mitsubishi;Mid-Atlantic;362385.1302;
37659.56249;58;Less than High School Degree;Buick;East South Central;322274.9136;
21706.27816;21;Less than High School Degree;Hyundai;Pacific;95458.36773;
77244.35355;58;Some College;Hyundai;East South Central;499331.9336;
92617.03514;56;Master's, Doctoral or Professional Degree;BMW;Mountain;298942.8367;
61633.5168;24;4-Year College Degree;Ram;West South Central;71009.97622;
115740.9794;70;4-Year College Degree;Hyundai;Mid-Atlantic;40744.8233;
85044.19908;41;Some College;Mercedes Benz;Mountain;151978.3363;
37259.5375;33;4-Year College Degree;Honda;Mountain;376173.5875;
26592.62223;37;Less than High School Degree;Kia;Pacific;367005.6485;
25612.16211;56;Less than High School Degree;Kia;South Atlantic;408181.7856;
94584.75306;80;Master's, Doctoral or Professional Degree;Mercedes Benz;West North Central;40707.23006;
67405.79045;44;Master's, Doctoral or Professional Degree;Dodge;Mid-Atlantic;500000;
27632.42213;72;Some College;Buick;East North Central;224595.8007;
41535.0995;80;Some College;Cadillac;East South Central;378273.1889;
146871.3653;57;4-Year College Degree;Mercedes Benz;South Atlantic;330876.0852;
60169.44614;71;High School Degree;Ford;Mountain;165327.627;
90654.05978;61;Less than High School Degree;Hyundai;East South Central;79770.08152;
46137.10471;41;High School Degree;None of the above;East North Central;271616.9791;
41379.61441;40;Less than High School Degree;None of the above;New England;65641.30156;
82081.56063;62;Master's, Doctoral or Professional Degree;Ram;Mid-Atlantic;417279.9607;
124912.4884;77;Less than High School Degree;Kia;New England;344240.1085;
89944.84523;42;Some College;None of the above;Mountain;261937.94;
65668.30698;73;Less than High School Degree;Toyota;New England;209625.5612;
28662.39571;64;Master's, Doctoral or Professional Degree;Mazda;Pacific;118241.0303;
68256.01678;51;4-Year College Degree;Kia;Mountain;307741.8081;
130235.4456;76;High School Degree;Cadillac;New England;27372.15;
88149.882;66;Master's, Doctoral or Professional Degree;Kia;South Atlantic;440103.6174;
90778.18681;34;Master's, Doctoral or Professional Degree;Mercedes Benz;West North Central;0;
44371.96224;60;Master's, Doctoral or Professional Degree;None of the above;New England;321115.0116;
27997.80145;39;High School Degree;Cadillac;West South Central;256836.8822;
141835.0185;38;Less than High School Degree;Subaru;Mid-Atlantic;364016.0935;
138232.8495;66;High School Degree;Toyota;East North Central;263329.7291;
138425.6903;46;4-Year College Degree;Buick;East North Central;480667.8026;
33960.13145;20;Less than High School Degree;Kia;South Atlantic;260046.3214;
115922.4049;20;High School Degree;Subaru;South Atlantic;214174.1889;
133289.9455;26;Some College;Ram;South Atlantic;204590.3685;
94392.77089;42;4-Year College Degree;None of the above;New England;322656.4023;
149085.8809;56;Master's, Doctoral or Professional Degree;Cadillac;South Atlantic;55064.5001;
76445.11021;30;Some College;Lincoln;Pacific;347629.5788;
144220.5253;54;4-Year College Degree;Jeep;South Atlantic;350785.4177;
54500.23196;58;4-Year College Degree;Subaru;South Atlantic;23688.4868;
114392.5136;73;Master's, Doctoral or Professional Degree;BMW;East North Central;490029.3842;
115100.9052;41;High School Degree;Toyota;West North Central;43592.86328;
49701.24333;37;4-Year College Degree;Mazda;East North Central;84725.75549;
110166.0337;79;4-Year College Degree;Nissan;East North Central;118087.7802;
150000;23;4-Year College Degree;Nissan;South Atlantic;390932.1977;
83526.52034;80;Less than High School Degree;Subaru;East North Central;79306.64901;
25404.39786;62;Less than High School Degree;Jeep;Mid-Atlantic;462651.3295;
55420.30641;54;High School Degree;Toyota;Mid-Atlantic;123874.9116;
27574.45111;22;Less than High School Degree;Cadillac;East South Central;303397.2307;
104390.0993;22;High School Degree;Chrysler;Mountain;416770.1188;
123995.596;52;Master's, Doctoral or Professional Degree;Lincoln;New England;384008.151;
28211.12778;59;Master's, Doctoral or Professional Degree;Cadillac;Mid-Atlantic;441457.2025;
126205.4211;40;Less than High School Degree;None of the above;West South Central;204720.4208;
142792.1566;28;High School Degree;None of the above;Mid-Atlantic;375475.0921;
108893.386;51;Less than High School Degree;Nissan;South Atlantic;233210.5846;
67249.30964;26;Some College;Chevrolet;West South Central;144386.689;
20000;27;High School Degree;Cadillac;Mid-Atlantic;425277.2333;
113777.8395;53;Less than High School Degree;None of the above;Mid-Atlantic;174923.5272;
